Time,Month,ClimateRegionName,ClimateRegionIndex,NumSites,Precipitation,AirTemp,AvgTotalNPP_C,AvgHeteroRespiration,AvgSoilRespiration,avgNEE,Ndep,StreamN,SoilWaterContent,
4, 5, eco7, 7, 521671, 1.7, 17.7, 3.69, 17.22, 10.18, 13.53, 0, 0, 3.23, 
4, 5, eco8, 8, 580739, 0.2, 18.8, 0.47, 3.39, 2.94, 2.92, 0, 0, 3.32, 
4, 5, eco9, 9, 336263, 1.8, 15, 4.42, 2.45, 3.06, -1.97, 0, 0.01, 2.25, 
4, 5, eco10, 10, 254883, 4.3, 18.2, 6.31, 87.26, 39.95, 80.95, 0, 0.02, 3.05, 
4, 6, eco1, 1, 472775, 0, 21.2, 0.93, 4.11, 2.63, 3.18, 0, 0, 2.46, 
4, 6, eco2, 2, 369410, 0, 29.8, 0, 0.46, 0.34, 0.46, 0, 0, 1.01, 
4, 6, eco3, 3, 292243, 0, 23.1, 2.33, 13.61, 9.42, 11.28, 0, 0, 5.14, 
4, 6, eco4, 4, 482063, 0, 22.6, 2.55, 29.4, 16.99, 26.84, 0, 0, 3.86, 
4, 6, eco5, 5, 279971, 0, 21.7, 5.35, 40.96, 20.92, 35.61, 0, 0, 3.12, 
4, 6, eco6, 6, 936093, 0, 23.5, 0.25, 1.97, 1.57, 1.71, 0, 0, 2.81, 
4, 6, eco7, 7, 521671, 0, 20.5, 2.46, 9.29, 5.61, 6.83, 0, 0, 2.61, 
4, 6, eco8, 8, 580739, 0, 25.6, 0.19, 1.71, 1.49, 1.52, 0, 0, 2.66, 
4, 6, eco9, 9, 336263, 0, 21.9, 0.01, 1.13, 0.91, 1.12, 0, 0, 1.8, 
4, 6, eco10, 10, 254883, 0, 21.8, 3.81, 25.38, 12, 21.57, 0, 0, 2.44, 
5, 7, eco1, 1, 472775, 0.1, 22.4, 0.82, 3.1, 1.99, 2.28, 0, 0, 2.01, 
5, 7, eco2, 2, 369410, 0.1, 31.1, 0, 0.48, 0.35, 0.48, 0, 0, 0.84, 
5, 7, eco3, 3, 292243, 0, 24.3, 2.11, 8.45, 5.89, 6.35, 0, 0, 4.11, 
5, 7, eco4, 4, 482063, 0.1, 24.5, 2.16, 20.16, 11.48, 18, 0, 0, 3.15, 
5, 7, eco5, 5, 279971, 0.5, 22.4, 5.44, 32.76, 16.61, 27.32, 0, 0, 2.73, 
5, 7, eco6, 6, 936093, 0.2, 25.1, 0.22, 1.46, 1.18, 1.24, 0, 0, 2.35, 
5, 7, eco7, 7, 521671, 0, 21.9, 2.1, 6.11, 3.73, 4.02, 0, 0, 2.09, 
5, 7, eco8, 8, 580739, 0, 26.9, 0.16, 1.4, 1.23, 1.24, 0, 0, 2.13, 
5, 7, eco9, 9, 336263, 0, 22.6, 0, 0.92, 0.73, 0.92, 0, 0, 1.44, 
5, 7, eco10, 10, 254883, 0, 23.4, 3.26, 17.6, 8.02, 14.35, 0, 0, 1.95, 
5, 8, eco1, 1, 472775, 0.6, 21.7, 0.97, 3.23, 2.1, 2.26, 0, 0, 1.87, 
5, 8, eco2, 2, 369410, 0.3, 30.3, 0, 0.48, 0.35, 0.48, 0, 0, 0.83, 
5, 8, eco3, 3, 292243, 0, 23.9, 2.07, 6.71, 4.73, 4.63, 0, 0, 3.29, 
5, 8, eco4, 4, 482063, 0.3, 23.7, 2.33, 17.42, 9.93, 15.09, 0, 0, 2.68, 
5, 8, eco5, 5, 279971, 1.4, 21.6, 6.67, 38.86, 19.59, 32.18, 0, 0, 2.61, 
5, 8, eco6, 6, 936093, 0.2, 24.6, 0.22, 1.27, 1.04, 1.05, 0, 0, 1.95, 
5, 8, eco7, 7, 521671, 0, 21.7, 1.98, 5.17, 3.17, 3.19, 0, 0, 1.67, 
5, 8, eco8, 8, 580739, 0.1, 26.1, 0.16, 1.27, 1.12, 1.11, 0, 0, 1.76, 
5, 8, eco9, 9, 336263, 0.7, 22.1, 0.01, 0.99, 0.79, 0.98, 0, 0, 1.46, 
5, 8, eco10, 10, 254883, 0, 23.2, 3.15, 15.28, 6.94, 12.13, 0, 0, 1.56, 
5, 9, eco1, 1, 472775, 1.1, 19.4, 1.39, 4.3, 2.81, 2.91, 0, 0, 1.79, 
5, 9, eco2, 2, 369410, 0.3, 26.8, 0, 0.43, 0.31, 0.43, 0, 0, 0.77, 
5, 9, eco3, 3, 292243, 0, 21.1, 2.33, 6.39, 4.55, 4.06, 0, 0, 2.63, 
5, 9, eco4, 4, 482063, 0.1, 20.9, 2.66, 16.95, 9.76, 14.29, 0, 0, 2.22, 
5, 9, eco5, 5, 279971, 2.4, 18.1, 7.09, 71.75, 35.12, 64.67, 0, 0, 2.77, 
5, 9, eco6, 6, 936093, 0.3, 21.7, 0.28, 1.27, 1.04, 0.98, 0, 0, 1.69, 
5, 9, eco7, 7, 521671, 0, 22.3, 1.8, 4.65, 2.84, 2.85, 0, 0, 1.34, 
5, 9, eco8, 8, 580739, 0.1, 22.5, 0.21, 1.14, 1.01, 0.92, 0, 0, 1.45, 
5, 9, eco9, 9, 336263, 0.2, 18.4, 0.23, 0.86, 0.73, 0.63, 0, 0, 1.26, 
5, 9, eco10, 10, 254883, 0, 23, 3.07, 14.13, 6.39, 11.06, 0, 0, 1.25, 
5, 10, eco1, 1, 472775, 26.9, 13.3, 11.77, 19.31, 12.16, 7.54, 0.03, 0.68, 1.92, 
5, 10, eco2, 2, 369410, 6.1, 20.2, 0.19, 4.72, 3.54, 4.53, 0.01, 0.05, 0.66, 
5, 10, eco3, 3, 292243, 16.5, 14.6, 8.73, 30.33, 21.46, 21.59, 0.02, 0.27, 8.58, 
5, 10, eco4, 4, 482063, 21.8, 14.7, 11.37, 59.38, 31.27, 48, 0.02, 0.35, 5.18, 
5, 10, eco5, 5, 279971, 20.9, 11.8, 10.94, 132.53, 55.09, 121.58, 0.02, 0.4, 4.03, 
5, 10, eco6, 6, 936093, 15.8, 15.4, 4.21, 10.3, 9.34, 6.08, 0.02, 0.31, 3.57, 
5, 10, eco7, 7, 521671, 14.1, 17.6, 4.59, 53.98, 30.59, 49.39, 0.01, 0.42, 2.53, 
5, 10, eco8, 8, 580739, 9.2, 15.6, 2.22, 12.36, 11.38, 10.14, 0.01, 0.19, 3.55, 
5, 10, eco9, 9, 336263, 19.6, 12, 14.07, 6.24, 8.29, -7.83, 0.02, 0.43, 0.81, 
5, 10, eco10, 10, 254883, 16.9, 17.9, 6.44, 182.81, 79.21, 176.37, 0.02, 0.46, 2.53, 
5, 11, eco1, 1, 472775, 4.4, 7.1, 2.95, 10.18, 6.09, 7.23, 0, 0, 4.24, 
5, 11, eco2, 2, 369410, 2.6, 13.3, 6.94, 2.32, 3.32, -4.61, 0, 0, 1.74, 
5, 11, eco3, 3, 292243, 1.6, 8.6, 6.55, 15.55, 9.99, 9.01, 0, 0, 7.56, 
5, 11, eco4, 4, 482063, 3.6, 9.1, 9.52, 35.51, 19.18, 25.99, 0, 0, 6, 
5, 11, eco5, 5, 279971, 4.1, 6.3, 3.71, 86.43, 37.51, 82.72, 0, 0, 4.21, 
5, 11, eco6, 6, 936093, 2.5, 9.8, 5.42, 4.04, 4.33, -1.38, 0, 0, 4.06, 
5, 11, eco7, 7, 521671, 1.6, 13.9, 6.53, 23.27, 13.56, 16.74, 0, 0, 2.79, 
5, 11, eco8, 8, 580739, 1.2, 8.9, 2.49, 3.93, 3.74, 1.44, 0, 0, 3.43, 
5, 11, eco9, 9, 336263, 2.6, 6, 0.86, 1.68, 1.42, 0.82, 0, 0, 2.12, 
5, 11, eco10, 10, 254883, 2.5, 13, 5.9, 78.59, 35.13, 72.69, 0, 0, 3.13, 
5, 12, eco1, 1, 472775, 14.1, 7.6, 4.32, 11.35, 5.36, 7.03, 0.01, 0.27, 4.66, 
5, 12, eco2, 2, 369410, 4.9, 12.1, 10.32, 3.29, 4.77, -7.03, 0.01, 0.05, 2.21, 
5, 12, eco3, 3, 292243, 16.1, 7.5, 3.47, 11.74, 5.42, 8.27, 0.02, 0.31, 12.28, 
5, 12, eco4, 4, 482063, 11.9, 8.9, 8.04, 34.17, 14.55, 26.13, 0.01, 0.15, 7.45, 
5, 12, eco5, 5, 279971, 13.8, 6.5, 2.27, 81.38, 23.73, 79.11, 0.01, 0.17, 5.99, 
5, 12, eco6, 6, 936093, 9, 9.7, 6.1, 4.33, 4.42, -1.77, 0.01, 0.12, 5.43, 
5, 12, eco7, 7, 521671, 12.5, 13.5, 10.35, 36.43, 19.94, 26.08, 0.01, 0.27, 4.23, 
5, 12, eco8, 8, 580739, 10.7, 7.4, 1.22, 2.38, 1.74, 1.16, 0.01, 0.12, 6.23, 
5, 12, eco9, 9, 336263, 20.7, 5.2, 0.77, 2.08, 1.38, 1.31, 0.02, 0.23, 2.03, 
5, 12, eco10, 10, 254883, 8.5, 12.8, 6.03, 125.25, 50.49, 119.22, 0.01, 0.14, 4.49, 
5, 1, eco1, 1, 472775, 1.1, 7.1, 2.3, 9.96, 5.91, 7.66, 0, 0, 4.09, 
5, 1, eco2, 2, 369410, 0.3, 12, 7.03, 1.73, 2.85, -5.29, 0, 0, 1.89, 
5, 1, eco3, 3, 292243, 0.6, 7.4, 3.09, 13.67, 7.59, 10.58, 0, 0, 9.83, 
5, 1, eco4, 4, 482063, 2, 8.2, 5.86, 35.62, 18.13, 29.76, 0, 0, 6.58, 
5, 1, eco5, 5, 279971, 1.1, 5.9, 1.76, 86.68, 37.88, 84.92, 0, 0, 4.88, 
5, 1, eco6, 6, 936093, 1, 8.8, 4.11, 4.07, 3.97, -0.03, 0, 0, 4.62, 
5, 1, eco7, 7, 521671, 1, 12.8, 6.45, 23.23, 13.47, 16.78, 0, 0, 3.72, 
5, 1, eco8, 8, 580739, 0.2, 7.3, 0.98, 3.15, 2.62, 2.17, 0, 0, 5.01, 
5, 1, eco9, 9, 336263, 1, 5.3, 0.36, 1.19, 0.91, 0.83, 0, 0, 1.66, 
5, 1, eco10, 10, 254883, 0.8, 11.9, 5.04, 82.21, 36.81, 77.17, 0, 0, 3.78, 
5, 2, eco1, 1, 472775, 13.8, 5.7, 1.16, 10.52, 4.54, 9.36, 0.01, 0.12, 6.16, 
5, 2, eco2, 2, 369410, 4.4, 11.6, 10.36, 3.03, 4.51, -7.34, 0, 0.04, 2.32, 
5, 2, eco3, 3, 292243, 13.6, 6.3, 1.7, 11.06, 4.76, 9.36, 0.01, 0.31, 13.16, 
5, 2, eco4, 4, 482063, 12.8, 7.7, 4.6, 30.26, 11.28, 25.66, 0.01, 0.15, 7.68, 
5, 2, eco5, 5, 279971, 13.3, 4.1, 1.29, 70.93, 20.41, 69.64, 0.01, 0.06, 7.41, 
5, 2, eco6, 6, 936093, 9, 8.3, 3.59, 3.14, 2.7, -0.45, 0.01, 0.11, 5.7, 
5, 2, eco7, 7, 521671, 11.9, 12.3, 12.04, 32.01, 17.37, 19.97, 0.01, 0.24, 4.58, 
5, 2, eco8, 8, 580739, 8.3, 7, 0.92, 2.33, 1.64, 1.41, 0.01, 0.11, 6.75, 
5, 2, eco9, 9, 336263, 15.9, 3.8, 0.13, 2.24, 1.46, 2.11, 0.02, 0.05, 4.37, 
5, 2, eco10, 10, 254883, 10.4, 11.7, 5.99, 111.73, 41.66, 105.74, 0.01, 0.21, 4.58, 
5, 3, eco1, 1, 472775, 2.8, 13.7, 10.11, 24.89, 17.42, 14.78, 0, 0.21, 3.98, 
5, 3, eco2, 2, 369410, 0.7, 20.4, 0.06, 1.17, 0.76, 1.11, 0, 0, 1.7, 
5, 3, eco3, 3, 292243, 1.8, 14.2, 7.18, 25.85, 17.78, 18.67, 0, 0, 9.98, 
5, 3, eco4, 4, 482063, 1.9, 14.8, 7, 50.18, 29.58, 43.18, 0, 0, 5.87, 
5, 3, eco5, 5, 279971, 2.1, 12.8, 7.4, 167.38, 84.12, 159.99, 0, 0.19, 4.78, 
5, 3, eco6, 6, 936093, 1.4, 15.3, 2.94, 4.57, 4.12, 1.63, 0, 0, 4.22, 
5, 3, eco7, 7, 521671, 1.7, 16.8, 2.06, 26.45, 14.83, 24.4, 0, 0, 3.88, 
5, 3, eco8, 8, 580739, 1.1, 15.4, 1.62, 5.25, 4.65, 3.63, 0, 0, 5.01, 
5, 3, eco9, 9, 336263, 2.8, 11.8, 14.03, 6.69, 8.71, -7.34, 0, 0.22, 2.26, 
5, 3, eco10, 10, 254883, 1.4, 16.4, 4.12, 83.36, 40.54, 79.24, 0, 0, 3.64, 
5, 4, eco1, 1, 472775, 2.5, 12.6, 9.73, 12.52, 9.64, 2.79, 0, 0, 3.64, 
5, 4, eco2, 2, 369410, 0.7, 20.1, 0.06, 0.75, 0.49, 0.69, 0, 0, 1.25, 
5, 4, eco3, 3, 292243, 0.9, 13.6, 9.49, 23.12, 16.75, 13.63, 0, 0, 8.28, 
5, 4, eco4, 4, 482063, 3.1, 13.9, 12.33, 51.9, 31.76, 39.57, 0, 0.01, 5.29, 
5, 4, eco5, 5, 279971, 2.9, 11.1, 10.27, 126.34, 65.6, 116.07, 0, 0, 4.38, 
5, 4, eco6, 6, 936093, 2, 14.4, 4.52, 4.26, 4.24, -0.26, 0, 0, 3.95, 
5, 4, eco7, 7, 521671, 1, 16.7, 4.09, 20.23, 11.92, 16.14, 0, 0, 3.58, 
5, 4, eco8, 8, 580739, 0.4, 15.5, 1.59, 3.51, 3.1, 1.92, 0, 0, 4.2, 
5, 4, eco9, 9, 336263, 1.8, 11.3, 7.39, 2.03, 3.27, -5.35, 0, 0, 2.46, 
5, 4, eco10, 10, 254883, 2.2, 17.1, 6.42, 84.16, 40.83, 77.75, 0, 0, 3.27, 
5, 5, eco1, 1, 472775, 0.7, 15.5, 3.38, 6.92, 4.79, 3.54, 0, 0, 3.15, 
5, 5, eco2, 2, 369410, 0, 24.4, 0, 0.35, 0.22, 0.35, 0, 0, 1, 
5, 5, eco3, 3, 292243, 0, 17.2, 4.16, 20.34, 13.85, 16.19, 0, 0, 6.64, 
5, 5, eco4, 4, 482063, 0.1, 17.5, 3.96, 34.24, 20.74, 30.28, 0, 0, 4.29, 
5, 5, eco5, 5, 279971, 0.2, 15, 7.29, 63.65, 34.55, 56.36, 0, 0, 3.58, 
5, 5, eco6, 6, 936093, 0, 18.2, 0.66, 2.33, 1.8, 1.67, 0, 0, 3.16, 
5, 5, eco7, 7, 521671, 0, 19.2, 2.59, 11.65, 6.95, 9.07, 0, 0, 2.86, 
5, 5, eco8, 8, 580739, 0, 19.5, 0.35, 2.53, 2.01, 2.18, 0, 0, 3.37, 
5, 5, eco9, 9, 336263, 0.3, 15.7, 1.83, 1.25, 1.33, -0.58, 0, 0, 2.11, 
5, 5, eco10, 10, 254883, 0, 19.9, 4.27, 33.04, 16.44, 28.77, 0, 0, 2.62, 
5, 6, eco1, 1, 472775, 0, 18.2, 1.28, 4.47, 2.85, 3.19, 0, 0, 2.53, 
5, 6, eco2, 2, 369410, 0, 27.7, 0, 0.34, 0.22, 0.34, 0, 0, 0.8, 
5, 6, eco3, 3, 292243, 0, 20.5, 2.6, 15.35, 10.26, 12.75, 0, 0, 5.32, 
5, 6, eco4, 4, 482063, 0, 20.3, 2.81, 27.71, 16.68, 24.89, 0, 0, 3.43, 
5, 6, eco5, 5, 279971, 0, 18.8, 5.8, 43.17, 23.61, 37.37, 0, 0, 2.89, 
5, 6, eco6, 6, 936093, 0, 20.9, 0.3, 1.59, 1.18, 1.29, 0, 0, 2.53, 
5, 6, eco7, 7, 521671, 0, 19.3, 2.41, 8.77, 5.29, 6.36, 0, 0, 2.29, 
5, 6, eco8, 8, 580739, 0, 23.5, 0.21, 1.48, 1.19, 1.27, 0, 0, 2.7, 
5, 6, eco9, 9, 336263, 0, 19, 0.15, 0.92, 0.7, 0.77, 0, 0, 1.69, 
5, 6, eco10, 10, 254883, 0, 19.8, 4.06, 24.52, 12.16, 20.46, 0, 0, 2.09, 
6, 7, eco1, 1, 472775, 0.1, 24.5, 0.72, 3.73, 2.05, 3.02, 0, 0, 2.08, 
6, 7, eco2, 2, 369410, 0, 33, 0, 0.43, 0.27, 0.43, 0, 0, 0.65, 
6, 7, eco3, 3, 292243, 0, 25.3, 1.93, 9.73, 5.98, 7.8, 0, 0, 4.25, 
6, 7, eco4, 4, 482063, 0, 25.7, 1.83, 17.49, 9.84, 15.66, 0, 0, 2.75, 
6, 7, eco5, 5, 279971, 0.1, 23.3, 4.63, 31.81, 16.29, 27.17, 0, 0, 2.35, 
6, 7, eco6, 6, 936093, 0, 26.4, 0.18, 1.08, 0.8, 0.9, 0, 0, 2.04, 
6, 7, eco7, 7, 521671, 0, 22.4, 1.8, 6.74, 3.51, 4.95, 0, 0, 1.84, 
6, 7, eco8, 8, 580739, 0, 28, 0.14, 1.13, 0.92, 1, 0, 0, 2.16, 
6, 7, eco9, 9, 336263, 0, 23.7, 0, 0.81, 0.58, 0.81, 0, 0, 1.36, 
6, 7, eco10, 10, 254883, 0, 24.1, 3.09, 18.27, 8.16, 15.18, 0, 0, 1.67, 
6, 8, eco1, 1, 472775, 0.1, 22.8, 0.76, 3.23, 1.79, 2.47, 0, 0, 1.69, 
6, 8, eco2, 2, 369410, 0, 31.1, 0, 0.39, 0.24, 0.39, 0, 0, 0.53, 
6, 8, eco3, 3, 292243, 0, 23.7, 2.05, 8.01, 5, 5.96, 0, 0, 3.4, 
6, 8, eco4, 4, 482063, 0, 24.4, 1.89, 14.52, 8.16, 12.63, 0, 0, 2.2, 
6, 8, eco5, 5, 279971, 0.2, 21.5, 4.96, 28.05, 14.44, 23.09, 0, 0, 1.96, 
6, 8, eco6, 6, 936093, 0, 25, 0.19, 0.93, 0.7, 0.74, 0, 0, 1.63, 
6, 8, eco7, 7, 521671, 0, 22.7, 1.62, 5.76, 2.98, 4.14, 0, 0, 1.47, 
6, 8, eco8, 8, 580739, 0.2, 26, 0.16, 1.02, 0.83, 0.86, 0, 0, 1.81, 
6, 8, eco9, 9, 336263, 0.4, 21.5, 0.01, 0.77, 0.55, 0.76, 0, 0, 1.27, 
6, 8, eco10, 10, 254883, 0, 24.3, 2.86, 16.43, 7.26, 13.57, 0, 0, 1.34, 
6, 9, eco1, 1, 472775, 0.1, 22.1, 0.79, 3.08, 1.72, 2.3, 0, 0, 1.42, 
6, 9, eco2, 2, 369410, 0.2, 28.8, 0, 0.36, 0.22, 0.36, 0, 0, 0.51, 
6, 9, eco3, 3, 292243, 0, 23.2, 2.05, 6.95, 4.39, 4.91, 0, 0, 2.72, 
6, 9, eco4, 4, 482063, 0.5, 22.8, 2.47, 15.42, 8.75, 12.96, 0, 0, 1.99, 
6, 9, eco5, 5, 279971, 0.5, 20.4, 5.87, 29.86, 15.42, 23.99, 0, 0, 1.8, 
6, 9, eco6, 6, 936093, 0.9, 23.3, 0.3, 1.16, 0.89, 0.86, 0, 0, 1.73, 
6, 9, eco7, 7, 521671, 0, 22.9, 1.51, 5.39, 2.77, 3.88, 0, 0, 1.2, 
6, 9, eco8, 8, 580739, 0, 24.4, 0.17, 0.9, 0.74, 0.73, 0, 0, 1.45, 
6, 9, eco9, 9, 336263, 0, 20.9, 0.01, 0.67, 0.48, 0.65, 0, 0, 1.02, 
6, 9, eco10, 10, 254883, 0.2, 24.1, 2.94, 16.53, 7.26, 13.59, 0, 0, 1.16, 
6, 10, eco1, 1, 472775, 0.6, 13.8, 4.36, 4.66, 3.4, 0.3, 0, 0, 1.4, 
6, 10, eco2, 2, 369410, 0, 20.2, 0.01, 0.26, 0.16, 0.24, 0, 0, 0.42, 
6, 10, eco3, 3, 292243, 3.5, 15, 7.29, 26.38, 17.05, 19.09, 0, 0.01, 3.7, 
6, 10, eco4, 4, 482063, 0.4, 15.6, 5.16, 20.96, 12.53, 15.8, 0, 0, 1.79, 
6, 10, eco5, 5, 279971, 0.6, 12.4, 8.28, 46.16, 23.89, 37.89, 0, 0, 1.69, 
6, 10, eco6, 6, 936093, 0.1, 16, 1.18, 1.18, 1.09, 0, 0, 0, 1.41, 
6, 10, eco7, 7, 521671, 2.5, 18.6, 3.32, 17.59, 8.82, 14.27, 0, 0.01, 1.72, 
6, 10, eco8, 8, 580739, 1.3, 15.9, 1.25, 2.02, 1.83, 0.77, 0, 0, 1.71, 
6, 10, eco9, 9, 336263, 3.9, 12.2, 12.82, 4.66, 6.57, -8.16, 0, 0.03, 1.31, 
6, 10, eco10, 10, 254883, 0.2, 19.3, 3.92, 16.09, 7.37, 12.17, 0, 0, 1.01, 
6, 11, eco1, 1, 472775, 1.8, 11.3, 10.87, 14.75, 10.11, 3.88, 0, 0.01, 1.76, 
6, 11, eco2, 2, 369410, 0.2, 16.7, 0.43, 0.32, 0.3, -0.11, 0, 0, 0.42, 
6, 11, eco3, 3, 292243, 0.2, 11.5, 10.2, 20.94, 14.34, 10.74, 0, 0, 3.06, 
6, 11, eco4, 4, 482063, 2.5, 13, 13.88, 52.59, 30.37, 38.71, 0, 0.01, 2.42, 
6, 11, eco5, 5, 279971, 1.6, 10.4, 9.41, 108.57, 53.21, 99.17, 0, 0, 2.03, 
6, 11, eco6, 6, 936093, 0.7, 13.4, 4.06, 2.14, 2.47, -1.92, 0, 0, 1.46, 
6, 11, eco7, 7, 521671, 0.5, 16.1, 4.16, 14.79, 7.88, 10.63, 0, 0, 1.63, 
6, 11, eco8, 8, 580739, 0.2, 11.4, 3.11, 2.29, 2.45, -0.82, 0, 0, 1.45, 
6, 11, eco9, 9, 336263, 1.2, 8.9, 5.7, 2.36, 3.02, -3.34, 0, 0, 1.59, 
6, 11, eco10, 10, 254883, 2.1, 16, 6.49, 72.81, 31.56, 66.32, 0, 0, 1.65, 
6, 12, eco1, 1, 472775, 11, 5.9, 1.41, 12.4, 3.82, 10.98, 0.01, 0.12, 4.27, 
6, 12, eco2, 2, 369410, 2.8, 10.8, 9.55, 3.17, 4.38, -6.38, 0, 0.01, 1.5, 
6, 12, eco3, 3, 292243, 6.6, 6.3, 1.57, 13.58, 5.56, 12.01, 0.01, 0.04, 6.49, 
6, 12, eco4, 4, 482063, 12.4, 7.3, 3.55, 35.17, 12.09, 31.62, 0.01, 0.09, 6.2, 
6, 12, eco5, 5, 279971, 10.9, 4.9, 1.55, 93.28, 30.92, 91.74, 0.01, 0.03, 4.9, 
6, 12, eco6, 6, 936093, 8.1, 7.9, 2.81, 3.2, 2.4, 0.39, 0.01, 0.06, 4.26, 
6, 12, eco7, 7, 521671, 7.2, 12.5, 10.8, 49.27, 25.3, 38.47, 0.01, 0.11, 3.09, 
6, 12, eco8, 8, 580739, 3.6, 6.2, 0.48, 3.19, 2.32, 2.71, 0, 0.02, 3.15, 
6, 12, eco9, 9, 336263, 11, 4, 0.2, 2.33, 1.37, 2.13, 0.01, 0.03, 3.05, 
6, 12, eco10, 10, 254883, 7.5, 12, 5.87, 152.68, 62.31, 146.81, 0.01, 0.12, 3.64, 
6, 1, eco1, 1, 472775, 0.9, 9.3, 6.4, 13.79, 8.47, 7.39, 0, 0, 3.59, 
6, 1, eco2, 2, 369410, 0.1, 13.7, 5, 1.56, 2.17, -3.44, 0, 0, 1.22, 
6, 1, eco3, 3, 292243, 1.1, 9, 5.98, 21.97, 13.65, 15.98, 0, 0, 5.55, 
6, 1, eco4, 4, 482063, 0.5, 10, 9.22, 45.42, 25.07, 36.2, 0, 0, 4.97, 
6, 1, eco5, 5, 279971, 0.6, 8.2, 4.1, 139.2, 64.39, 135.1, 0, 0.03, 4.37, 
6, 1, eco6, 6, 936093, 0.2, 10.6, 5.76, 4.11, 4.29, -1.64, 0, 0, 3.39, 
6, 1, eco7, 7, 521671, 0.9, 15.3, 3.41, 33, 16.96, 29.59, 0, 0, 2.84, 
6, 1, eco8, 8, 580739, 0.8, 8.7, 2.19, 4.77, 4.26, 2.57, 0, 0, 2.74, 
6, 1, eco9, 9, 336263, 1.4, 6.6, 2.72, 3.82, 3.29, 1.1, 0, 0.04, 3.39, 
6, 1, eco10, 10, 254883, 0.2, 14.8, 4.23, 93.49, 43.36, 89.26, 0, 0, 2.99, 
6, 2, eco1, 1, 472775, 15.4, 6.5, 2.12, 12.8, 4.17, 10.68, 0.02, 0.21, 4.49, 
6, 2, eco2, 2, 369410, 2.6, 12.5, 9.69, 3.48, 4.57, -6.2, 0, 0.01, 1.58, 
6, 2, eco3, 3, 292243, 13.7, 6.7, 2.02, 13.18, 5.11, 11.16, 0.01, 0.18, 10.52, 
6, 2, eco4, 4, 482063, 11.9, 8.1, 5.44, 37.97, 14.42, 32.54, 0.01, 0.11, 6.89, 
6, 2, eco5, 5, 279971, 12.8, 4.8, 1.51, 87.6, 26.05, 86.09, 0.01, 0.06, 6.58, 
6, 2, eco6, 6, 936093, 7.4, 8.7, 4.25, 3.86, 3.32, -0.38, 0.01, 0.07, 4.78, 
6, 2, eco7, 7, 521671, 10.4, 12.9, 10.45, 46.82, 22.75, 36.38, 0.01, 0.18, 3.83, 
6, 2, eco8, 8, 580739, 8, 7.6, 1.3, 2.45, 1.69, 1.15, 0.01, 0.07, 4.93, 
6, 2, eco9, 9, 336263, 18.1, 4.1, 0.21, 1.94, 0.99, 1.72, 0.02, 0.09, 3.63, 
6, 2, eco10, 10, 254883, 10, 12.7, 5.87, 154.48, 60.86, 148.62, 0.01, 0.2, 4.22, 
6, 3, eco1, 1, 472775, 0.9, 9.1, 5.06, 11.56, 7.09, 6.5, 0, 0, 3.74, 
6, 3, eco2, 2, 369410, 0.1, 15.6, 1.96, 1.02, 1.08, -0.93, 0, 0, 1.3, 
6, 3, eco3, 3, 292243, 1.4, 9.5, 6.75, 20.29, 12.21, 13.54, 0, 0, 8.61, 
6, 3, eco4, 4, 482063, 0.4, 9.8, 8.62, 43.65, 24.54, 35.04, 0, 0, 5.44, 
6, 3, eco5, 5, 279971, 0.5, 7.4, 3.21, 128.33, 56.96, 125.12, 0, 0.05, 5.43, 
6, 3, eco6, 6, 936093, 0.2, 10.4, 5.34, 3.61, 3.78, -1.73, 0, 0, 3.75, 
6, 3, eco7, 7, 521671, 0.7, 14, 4.4, 28.65, 15.47, 24.25, 0, 0, 3.26, 
6, 3, eco8, 8, 580739, 0.8, 10.4, 3.37, 4.06, 3.89, 0.69, 0, 0, 4.09, 
6, 3, eco9, 9, 336263, 1.3, 7.1, 3.78, 3.8, 3.5, 0.02, 0, 0.08, 4.15, 
6, 3, eco10, 10, 254883, 0.4, 14, 4.16, 85.46, 41.08, 81.3, 0, 0, 3.36, 
6, 4, eco1, 1, 472775, 1, 11.6, 7.98, 11.86, 8.25, 3.88, 0, 0, 3.43, 
6, 4, eco2, 2, 369410, 0.1, 19.1, 0.11, 0.43, 0.28, 0.32, 0, 0, 1.06, 
6, 4, eco3, 3, 292243, 0.2, 11.9, 10.18, 24.52, 16.8, 14.34, 0, 0, 6.94, 
6, 4, eco4, 4, 482063, 0.8, 12.4, 12.27, 46.87, 28.71, 34.6, 0, 0, 4.69, 
6, 4, eco5, 5, 279971, 0.8, 10.1, 8.76, 128.32, 67.39, 119.56, 0, 0, 4.22, 
6, 4, eco6, 6, 936093, 0.2, 13, 4.84, 3.1, 3.28, -1.74, 0, 0, 3.1, 
6, 4, eco7, 7, 521671, 0.3, 15.7, 4.06, 22.9, 12.58, 18.84, 0, 0, 2.74, 
6, 4, eco8, 8, 580739, 0.1, 13.7, 2.68, 3.2, 2.98, 0.52, 0, 0, 3.32, 
6, 4, eco9, 9, 336263, 0.3, 10.1, 7.45, 2.35, 3.42, -5.1, 0, 0, 2.4, 
6, 4, eco10, 10, 254883, 0.6, 16.1, 5.43, 73.17, 35.87, 67.74, 0, 0, 2.98, 
6, 5, eco1, 1, 472775, 0.1, 18.5, 1.26, 6.41, 3.74, 5.15, 0, 0, 2.78, 
